龚	垄,詟,龛,陇,巽
饎	繥,譆
膙	繦
譝	繩
鐰	繰,臊,鏿,譟,缲,躁
繱	
燪	繱
譤	繳
饘	膻,鱣,蟺,繵,鳣,譠
鳣	膻,鱣,蟺,繵,饘,譠
䡀	膻,蟺,繵,鳣,饘
譩	繶,譓,諱,謥,鐿,镱
鐿	繶,鏱,鐐,镱,譩
䃩	繷
䍁	繸
繺	
㬠	繺
䜝	繼
鑌	繽,蠙
繾	鑓,譴,缱
缱	鑓,繾
譴	缱,鑓,繾
鑓	缱,譴,繾
纄	鑝
鑝	纄
纇	頹,類
頹	頽,類,頯,頼,颓,頔,頺,纇,頩
顂	顛,顅,頼,頰,顇,纇,顊
類	顛,顃,頰,頔,順,纇,頹
纈	纐,襭
纐	纈
襭	纈
纉	纘,鑚
鑚	鐼,鐀,纉
鑛	纊
䘂	纎
䜟	纎,鑯
纏	躔
躔	纏
㙻	纏
鑪	轤,纑,鎼,蠦,臚,罏,鱸,艫
纒	
壥	纒
纔	鑱,饞,艬,讒
㸥	鑱,饞,纔,讒
鑴	蠵,鑄,纗,讗
䭨	蠵,鑴,讗,驨,纗
臢	纘,鑽,躦
鑼	饠,纙
纛	靐
䘉	蠺,蠶,蠹,纛,蠭
钠	铺,铟,纳
纴	
红	纴
绉	
㛀	绉
铎	绎
绗	裄
绹	陶,绚,裪
馁	绥
缋	
缛	
傉	缛,褥
	镨,缮,鐥
䍂	缸
缻	缾
缾	缻
罁	鋼
罂	罌
罆	躀,鏆
躀	隤,罆
䗰	罆,躀,鏆
蟫	贉,罈,鐔
鐔	譚,罈,蟫,贉
罋	蕾
萅	藌,蕾,詟,蕓,蕃,蓴,萺,罋,蔞,藎
㻾	罋
㽫	蕾,罋
䗸	藌,蕾,罋
罏	轤,蠦,艫,鑪,鱸
艫	轤,蠦,罏,鑪,鱸
蠦	鱸,轤,艫,罏
轤	蠦,艫,罏,鑪,鱸
鱸	轤,蠦,罏,鑪,艫
罒	罖
罖	罒
罘	
䍒	罘
罢	罟
罣	罤
罤	罣
駡	罥,鷪,罵,鸎
罦	
罨	鼍,罯,罶
賈	責,質,罩,覃,貴,貲,貫,資,罾
謍	置,詟,翬,訾
䍝	置,罯,罶
䛚	置,謍
睘	罯
㬜	罯
䙴	罯,覂
罰	罸
罸	罰
罱	
㥦	罳
罵	羂,羈,駡
羂	羄,罵
䍠	羇,罵
罷	
羆	罷
罺	
㸴	罺
䍣	雤,鼜,罾
䜐	讋,霻,罾,靊
譽	謦,罿,譻,譼
贒	罿,譼,贙,贀,賲
遦	罿
霬	罿,靁,靂,霵,鼌,翼,贀
靁	靇,罿,霳,霬
鼌	鼋,鼂,罿,霬
㒻	罿,靁,賢,覱,舅
䀌	罿,謈,靋,靂
䛐	罿,響,諬,韾,諐,譻,醫
䨞	罿,鬻,靁,霬,霵,靋,霌,鼌,靂
䨢	罿,靁,霬,霵,靋,靂
羀	蠪
羄	羂
羃	薑
翨	蠺,蠶,鴑,羃,翯
羇	羈
羈	羇
羋	芈
羌	芜,羗
羗	芜,羌
羐	羑
羘	肨
肨	羘,肺,脺,胿
䏞	肨,脒,羘,胿
䍸	赙,羠
䍺	羠
羨	羡
羢	
䘬	羢
羫	
羜	羫
羬	蝛
鍼	羬,諴,蝛
鸁	贏,驘,臝,羸,赢
羹	臺,薫
薰	藿,羹,薫,鯗
翁	翕
翕	翁
翈	翓
翓	翔,翈,詡,翖
䎐	翈,鮙,輀
翉	
蛡	蝢,翉,詡
䎅	翊
翍	
䎀	翍
䎉	翍
翑	翞
翞	翑
䎂	翑
翖	翓
詡	蛡,翓,翔
䎏	翝,翓
翗	
翙	翗
翛	
䖺	翛
翝	
䣼	醛,酠,翞,酶,醇,酏,酭
翢	翤
翤	翢
翥	
䎝	翥,翦
䘄	翥,蠧,蠤,蠢
䬡	翥
翦	
翮	
䎗	翮
翲	
翶	翲,翺,翸
翵	鵜,鶵,鴯,鶶
鴯	翵,鶵,鶮,鶶,鵶,鵜
鵜	翵,鴯,鶫,鶶,鵪,鶙,鶇,鷍,鶨,鵫
鵴	翵,鶵,鴯,鷡,鵜
鵶	翵,鴯,鶶,鷛,鶨,鵜,鵺
鶲	翵
鶵	翵,鶮,鴯,鶶,鷍
鶶	翵,鴯,鶛,鶋,鷾,鷍,鶇,鷯,鷠,鷗
鷅	翵,鷒,鶇,鷨,鷋
䳛	翵,鶶,鷍,鶇,鸈,鷎,鵫
翸	翶
翺	翶
䎙	翸
䴅	鶶,鷾,翸,鸀,鷯,鸇
翾	
䴉	鶌,鶈,翾,鸀
耀	
耈	耋,耄
耊	
而	襾
襾	而
菨	蒡,耍
耎	耍
㶮	耎
耏	耐
軵	鮒,耐
鮒	鲋,鮑,軵,耐
鲋	鉜,鮒,耐,鲍
転	軐,耘,軏
耛	詒,鈶,耠
耠	詥,詒,耛
詒	話,耠,詥,耛,鈶
耟	鉅,耝
詥	詮,詒,耠
錀	蜦,鯩,耣
䠿	饋,耫
鐖	耭,譏,蟣
艧	韄,耯,鸌,鱯,鳠,蠖,頀,鹱
韄	耯,鱯,艧,鳠,鞻,蠖,頀,鑊
鳠	韄,耯,鸌,鱯,艧,蠖,頀,鹱,鑊
䪝	韄,耯,鸌,鱯,艧,鳠,蠖,頀
耵	聇
聇	鉦,耵,耻
耶	邢,邷
邢	郚,郱,邠,邷,耶,邪,邧,邡,郉
耷	
耹	
趻	耹
耺	聐
聐	聉,耺,聕
䎲	耺,肊,聐
耼	聑
聑	耼
䎳	耼
聃	
䏥	胂,肫,膌,聃
聅	聗
㲳	聅
鉦	聇
聉	
聕	聉,聐
聜	聉
聋	葺,聟
聟	聋,葺
聍	
聎	餆
餆	聎
䂪	聎
聒	銛,話
䏦	聒,脴,脜
聗	
聛	
豍	聛
聝	
㽣	蜮,聝
䂸	聝
聞	閙,閒,閬,閠,閲,開,閐,閪,閤,閩,閛,閦,閜,閕,阌,阛,闆,閝,閧,閞,閥,閭,閖
閩	閙,閒,閬,閯,閑,閠,閲,開,閐,閪,聞,間,関,闔,閤,閛,閦,閗,閜,闃,闉,鬮,鬫,閍,閘,閚,閨,鬧,閊,閕,閰,閳,闏,閼,闈,閝,閟,閧,閸,閵,閞,閎,閆,閥,閮,閏,閖
閬	閙,閒,閠,閲,開,閐,閪,聞,閤,閩,閛,閦,閜,閘,閕,閰,阐,阛,闆,閼,閵,閞,閥,閭,閖
閭	閬,閒,閲,開,閐,閪,聞,関,閤,閩,閦,閜,訚,閨,閚,閕,阆,闆,閝,阇,閧,蘭,閞,閥,閖
閲	閙,閬,閠,開,閘,閭,閐,閪,聞,闆,閼,閥,閩,閕,閛,閰,阈,鬩
闆	閬,閒,閲,開,阛,閐,閪,聞,関,閤,閥,閕,閭,閦,閜
阌	阑,閬,阐,阅,闸,阛,闻,阃,聞,阋,阉,阒,阕,阓
阛	閬,阌,阒,聞,阉
䦑	閙,閒,閬,閯,閑,閠,閲,開,閣,閐,閪,聞,間,関,閤,閩,閛,閦,閗,閜,鬮,閍,閘,閚,閂,閨,鬧,閊,閕,閰,閳,閼,閝,閟,閧,閵,閞,閎,閆,閥,閏,閖
聠	骈
骈	聠
䎴	肼,胼,聠
聡	
㥖	聡
䐋	聡
聢	
跿	跮,聢
䧑	隑,聢
聣	聭
聏	聣,聵
聭	聣,隗,脾
貺	聣,贶
䮘	駰,騦,騩,騙,聣,駶,騉
聤	
腢	膓,腷,腨,腥,腲,聥,腘,膈,脶,鍝
踽	踻,聥,踹,蝺
聧	骙
骙	聧
䠏	騤,聧,骙
聨	聫,聯
聫	聨
聯	聨
聬	
䐥	脶,聬
隗	陴,聭,陳
聱	謷,贅
謷	鳖,讐,警,諅,贅,鳘,謇,聱,謦,譻,鳌,謺
贅	謷,鳖,鰲,賷,贄,蔶,鱉,聱,鳘,鰵,鳌
聳	
㼻	聳
聵	
聻	魙
髶	髴,髱,鬀,聻,鬃,髲
魙	聻
靊	霻,薑,聾
革	蒪,聿,車,輂,阜,荲,草
蘁	蕾,薑,蕽,蓴,蕙,萺,藎,蔷,肅,董
肇	肈
肈	肇
肊	
肍	航
䏌	肎
肐	趷
趷	肐
肔	胭,腮,胞,肥,胣
訑	訕,訲,肔,詘,詯,訷,訰
肕	
胑	脰,胉,肕
肙	黾
黾	肙
䏍	肙
肛	肚,肝,舡
舡	肚,肝,肛
䏏	肚,肛
訌	話,訐,証,訏,誈,肛,註
訐	誅,肝,訏,訌,詝
肞	
㬵	賋,肞
肟	
弜	肟
胲	肢
胺	肢,脮
㢭	肢
肸	胓,肿,肣
肧	阫
阫	肧
肫	胂,肿
胉	驲,胋,脂,肭,脜,艆
䏙	肭
肱	脑
耾	肱
肴	青
肶	豼,胝
豼	肶
㸝	肷
胓	腢,肿,腥,肸,胚
肺	鈰
鈰	鉓,肺,鈽
肼	胼,腁
胼	肼,腁
腁	肼,胼
㬴	肼
䏒	肼
䏚	肿
㞻	胃
䐌	胄
胠	阹,胅
脂	胋,胉
䏽	胉
豿	胊
胏	腖
䏭	跦,脙,胏
胕	胻
䂤	胕
牉	胖
胚	豾
豾	胚
胟	胢
胢	脭,胟
䐀	脻,胟
䏖	胢
陁	胣
脥	腅,胦
胧	
䏵	胧
脳	胭
脴	脗,胵,胭
腖	膜,胭,胰,脖,腴,脯,腺,腪,脨
腪	臎,腸,胭,鍕,腘,腖
銦	胭
骃	駰,胭,驲
㬷	腪,腮,腘,胭
䂩	銦,胭
䐅	腮,腂,胭
舿	胯,艠
䐛	胯
䠸	胯,鮬,舿
腋	胰
䀵	胰
硄	胱
胹	腀,陑,膈,胴
脼	胴
胵	脛,胿,脴
脛	胵,陘
胸	腩,脯
腩	胸,腣,脯
詾	胸
陑	胹,陯
䐚	胹,膕
䐱	胹,腪,脶,膪
胻	
胾	載
載	貮,胾
詿	誺,胿,詘,詯,諚,詰,誥,註
脁	
㸠	脁
䑬	脁
䠷	脁
㸟	脂,詣
脋	脅
脈	
䐖	腮,脈
膲	膡,腾,腊,脏
脑	膡,腊
脫	脕,腉
脗	脴
䏸	脗,脴,鋙,脜,語
䐇	脗
腙	腟,腣,膣,膟,螣,脘,腩,脯
弳	脛
陘	隉,脛,陞
䀴	陘,脛
䤚	腒,腄,脜
脠	
脣	蜃
蜃	脣
脤	
腯	脤
腅	腴,脥
脦	
铽	脦
䝜	骏,脧
殐	脨
胪	脨
誎	誺,踈,諀,誦,諒,誧,脨,誄
豨	脪
餙	脪
鋥	脭,鍚
䧌	脮,阪
膟	腟,膣,脯
豧	豴,脯
脰	腮,鋀
鋀	脰
䛠	脰,鋀,誋,諰
誤	脵,誒
㶽	脶
䯄	脶,蜗
脹	腲,腥
張	脹
䠃	脼,踊
䏫	脽,腓
脿	
䁃	脿
腓	陫,腀
腨	膓,腢,踹,腲,腽,腘,腃,腀
踚	陯,腀
陯	踚,陑,險,隫,陥,腀
肵	腁
腂	腲,骒,腜
腜	腂
骒	課,腂
腃	腨,踡
踡	腃
腄	
㢻	腇
腈	
	腈,贈
腤	腊
㖡	腋
㬻	腋
腍	諗
諗	腍
䂼	腍
腏	餟
䍳	腏,錣,蝃
腑	膸,膴
膸	腑
腒	
膍	腕,貔
腺	腖
䐃	臅,腘,膕
誴	詩,腙,諒,諦
䑸	錝,腙
腛	
腝	
餪	蝡,腝
䙇	腝
䞂	賟,餪,腝
腟	膰,膣,膟
膣	腟,膟
䏷	腢
諦	諧,腣,誧,誴
䐂	腥
腧	
踹	腨,踽
臎	腪
諢	腪
鍕	鍲,腪,銉
䑍	腰
膓	腲,腸
腳	
脚	腳
㮝	腳
誯	腷,謵,諟,諨,誦,諎,謁,錩
諨	讄,腷,鍢,諟,誦,蝠,譯,誯,謁
腿	膃,腽
膉	貖,腽
膖	腿
賺	鳒,膁,豏,赚
膄	艘
艘	膄
餿	膄
䏂	膄
鎘	鎬,螎,鐧,膈,鍋,镉
䛿	諨,鎘,螎,諹,誯,膈
膋	
䁝	膋
膌	
貔	膍
㝰	膏
䆴	膏
膔	
辘	膔
䐮	膔,鏟
膕	
膚	
雐	膚
䨵	霭,霤,靋,靇,霯,霋,靂,膚,霷
膵	膜
膮	膞,膭
薦	膞,薼
䑋	膞
膠	蹘
謬	膠,镠
䐜	膡
膿	膢
膹	
蔯	膹
廭	膺
㢗	膺,鳸
	騰,膻,鰧,黱
䑊	膻,讉
膼	鐹
鐹	膼
㗻	膼,鐹
膾	臐,臛
臀	臋
臋	臀
臄	躆,鐻
躆	躎,臄,鐻
鐻	躆,臄
躅	鐲,蠋,臅
䐪	臇
臈	
臍	躋
躋	臍
臓	
㶓	臓
㘋	臔
臖	舋,賽
舋	臖
臘	
臙	
讌	臙
臞	躣,臛,鑺
躣	臞,鑵,躍,蠷,鑺
臟	
欌	臟
臽	自
㒵	自
臫	郋
乨	臫
臮	臯
裊	臱,裹,裏,蟇
虞	臺
鼀	鼄,鼁,臺,鼂,鼅
臻	螓
螓	蝽,臻,轃
㕦	臾
㬰	臾
舃	
䔍	葿,萐,葟,萬,藨,萭,舃,蕮
舅	
雩	舅
舆	與
與	輿,舆
興	輿
輿	興
蒷	薔,蕭,賚,舊,蕢,蒖,蓸,費,蕡,賌
蔦	蔫,菷,舊,蕽,鷔,菁,蕭
蔷	薔,舊,藎,菁,蘁
舍	
舑	
䑙	蚦,舑
舓	錫,踢,鯣,蜴
鯣	鯹,鰸,踢,鯧,蜴,觸,鰨,舓,賜,鯷,鲳
舔	
舖	鯆,舗
舗	舖,鯆
輔	鞘,舖,鯆
鯆	鯹,鯒,鱓,魻,舖,鮦,鮋
舘	
䩪	舘,鞘,鞛,鞳,鞠
靃	霾,霆,霊,靍,靎,靏,霪,舙,靈
舞	
蕣	舞
舠	
舢	舺,艏,艆,舯,舶
舯	舺,艅,舢
舺	舯,舥,魻,舢
艁	舢
艅	賒,舢,鮽
艆	艄,鋃,躴,舢,蜋,艏
艏	艆,艄,舢,舶
舣	
䑡	舣
舤	舧
舧	舤
舥	豝,舺
豝	舥
飯	舨
䑥	舨
舲	
䑤	舲
䠲	舲
舮	舶
䝮	舷
舸	軻,舺,魺
軻	鲄,軯,魺,舸,蚵,輊
艂	舺,舽
魻	鰊,鰥,鰩,舺,鱓,鱷,鮂,鮃,鮣,鯆
舻	鲈
鲈	舻,鯨
舽	艂
艃	艍,艉
艉	艃
艍	蜛,艃
艄	蛸,艆
鮹	韒,鮊,艄
賒	艅,鮽,貽,赊
蜋	鋃,艆,蚫
躴	艆
鋃	艆,錧,蜋
䑭	艇
艊	艎
艋	艗
艗	艋,艦,賹
䑷	艎
艑	鯿
鯿	鯛,鱅,鳊,艑
䡢	騙,艑,鯿,轆
艒	艚
䒄	艒
艓	蝶
賹	艗,鎰
艚	艟,軆,鏪,螬
䜊	蹧,螬,艚,鏪,請,譆
艣	鐪
鐪	艣,鑢
艦	
蠖	韄,鱯,蝢,艧,鳠
頀	韄,鱯,艧,鳠,鹱
鹱	鸌,鱯,艧,鳠,頀
䨼	頀,鸌,艧
䑃	艨
艩	
䭣	艩,蠐
艪	艫
艭	
䑾	艭
艱	觐
觐	觏,覲,艱
艶	
䒌	艶
䒍	艶
艻	芀
芀	艻
芁	芃,芄
芄	芁
芃	
芉	芊,茔,芋,芺,苗
芊	芋,芉,苖,茱
茔	芉,苗
芌	芛,菪,荐,萣
䒭	荐,萗,萣,芛,芌
䓁	荐,芌,茥
芍	茐,芴
芎	苜,苛,苢
苛	芎,菴
芏	茁
䒙	芏,茁
芑	芭
芢	芒
芖	苂
芙	
芚	苋,英
芛	
芠	
䒘	芠
芥	
㝏	芥
芦	
卢	芦
芩	苓
茋	芪
芫	茺,苀
苀	芫
芰	
芳	
㝑	芳
芵	莵,苵
苵	莵,芵
芶	茍,荀,苟,菊
茍	荀,苟,芶
䒥	芾,萰,菴,茦,苒,萊
䒮	苀
苃	茇
茇	苃
苉	茝
萤	苐,蓥,茞
苒	
苕	酉,苜,苣,菩,荎,茘,茴,苢
䓏	苕,苜,苣,萏,菩,菪,荎,苢
苨	苚
萏	苜,茴,苢
䒗	苞
䓒	荀,苟,菊
苠	茞
㲋	苠
苣	茥,茞,菪,茴,茝
菪	苣,茥
㫩	菪,苣
苤	茥,莁
莁	荎,苤,萊
苧	
䇡	苧
荋	苪
苫	
芐	苯
䒨	苵
苶	荼,茶
苷	
苸	菜,苹
莖	苹
萊	萰,莢,苹,茦,莱,莁
䔂	苹
苼	
䒜	苼
茅	
䒬	茮,茅
茆	
茊	茋,茬
茬	茊
茘	荔
荔	茘
茛	蒷,莨,蒖,茰
茜	莔,莤,茞
莔	茵,茜,茼,茴
莤	蒏,茜,蔷
葏	茟,葎
茠	莯
莯	茠
茢	菿
菿	莉,茢
茤	
㝖	茤
荃	莝,茥,莟,荟
䓣	茦,萳,莆,荫
䒦	茩
㝔	茭
茮	
茰	荲
茱	
茷	
䒫	茷
茺	
䓟	蒀,蓃,莮,茼,菺,莄,蔐
莟	荃
菳	荃,荟
萘	荎,萗
荏	
䇮	荏
荐	
蔐	蔏,菺,荑
荘	莊
莊	荘
䇲	荚
荝	莿,莂
莂	萴,荝
荢	萗
萗	荢,萘
荥	荣
荦	荤,莘,荣
㸷	荤
莘	荦,萃
莮	莫,菓,莄,菒,荨,葨
䓓	荨
荫	萌
萌	荫
荮	莳,葤
葤	莳,荮
䓎	药
荰	
莴	薾,葸,荲
蒪	萐,蒠,葸,蓎,車,輂,蒦,荲,革,蒽
蒽	蒪,葱,蒠,葸,荲
荷	菏
菏	荷,菹
荽	
㚣	荽
萴	萳,莂,葥
䇷	莂
莧	蒀,覍,莄,菒,萈
蓃	葁,蓌,莄
甮	莆
菴	莆
蒮	菅,莆
莉	菿
莑	蕇
萛	葿,蔩,莗,萶,萈
蔩	薲,萐,賁,萛,萱,蔶,莗
䔌	萛,莗,葟
䔇	莙
莚	莛
莛	莚
莞	菀
菀	莞
萖	莞
莢	萰,萊
莣	
菵	蕑,蕳,蔄,莤
萻	蒡,薔,莤
萈	莧,葟,萛
蒀	莧,蒕,葟
覍	莧
䒶	蒐,莨
莩	葶
菎	蒀,蓖,莫,萞,葨
葨	莮,莫,菓,菎,菒
蓈	莭
㐔	莴
莿	萷
䓶	莿
蓸	蒷,薔,蘴,蕢,蒖,菁
菂	
䔙	菂
萰	菄
萓	蒮,菅
	菅
䏿	菅
䓠	萻,菅,菴
菉	葲,萧,菒
菡	菌
蔮	菌
菍	
䓗	菍
萞	菎
菹	菏
葘	蔷,菑
萉	菔,葩
莡	葟,菖,菫,萐
蓂	营,菖
藠	菖,菫,藟
䓪	萬,菖,萭
菗	
䔠	蕱,菗
䓙	菙
蕄	蕳,蔅,菛,蔄
菢	
菶	辈,萭,菤,蔁,蓁,華
㟡	菤
菥	
䓄	菥
菦	
䓕	菦,蓫
蒡	菨,萻
菭	萿
萿	菭,蒲
菮	藘,蘆
䓐	菴
䔵	蔅,蒚,蕭,蕑,蔄,蕳,菵
菺	蔐,葿
䓛	蒀,菺,葿
葡	萄
葩	萉
﨟	萉,藒,藹
䈈	萉
萋	蕽,蓴,蕙,葽,蘁
藛	蕎,萋,蓴,蕙,蔔,董
䕏	萋,蓴,董
葁	萎,蓃,蓌
萑	雈
雈	萑
萔	葀
葀	萔
贾	要,萝
萠	蓢
蓢	萠
䒼	萡
萣	
䓨	蒂,萤
营	蓥
莠	萫
蘦	萭
萯	賁
賁	薲,貨,萯,蔩,賀
葖	萰
葚	葟,萱
蒼	萱
蓿	萱
薴	葟,萱
萲	蓌
髙	萵,高
萶	
萇	萶
萸	
㟧	萼
葃	葄
葄	葃
葅	
䔃	葅
葇	蘃
蘂	葇
䈎	葈
䉎	蘃,葈
蒅	葉
葋	蒟
蒟	葋
蓁	葍,葷,蓄
鳥	葍
葎	葏
葒	
荭	葒
葜	
蕰	蕅,葟,薀
䈜	葠
蘅	葡
蔖	蕙,董,蕽
藎	蕾,蕓,蓴,蔞,蔷,蘁,董
䡨	蘁,董
䈙	葤
葦	蕇,蔈,葷,蔁
蔁	蔰,蘴,蕢,蔈,蒖,蓳,蕫,藔,蕡,葦
䒻	葩
葪	薊,蓟
蓟	薊,葪
薊	蓟,葪
葰	
䈗	葰
䓤	葱
葳	蒧,葴,蕆,蒇
葴	蒧,葳,蕆
蒇	葳,蕆
蒧	葴,葳
蕆	葳,蒇
軰	輂,輦,葷
葹	蔙
蔙	葹
葻	
夢	葽
㕠	葽
蒝	葿,蓭
蔨	蘴,葿
蕼	葿
藨	葿
蒕	蓪,蒀,蘁
䓝	蒕,蒀
蒃	蒙
蒄	
䓻	蒄
蒈	
蒊	
㗡	蒊
蒑	蒰
蒰	蒑
䈲	蒑,蒰
蒓	蒳
莼	蕝,蒓
蒳	蒓
薧	薨,蕘,蒖
賌	蒷,賚,贊,蔶,賓,蕢,蒖,費
賚	賣,賷,贊,賓,蒖,賫,賌
贊	賚,蒖
䆤	蒖
䔅	蒷,蘴,蕢,蒖,蓸,薧,蕡
䖃	蒖
䝷	蒷,贊,蕢,蒖,蓸,費,賌
蠚	螶,蒚,藟
䈪	蒚
蒜	
䔉	蒜
荩	蒠
薏	藼,蘘,蒠,蘴,蔶,蕒,蕫
蒤	
蒣	蒤
蒦	
蓎	蒪,薕,蓭,蘑
䓺	蒫
㮅	蒮
䈬	蒲
䈫	蒳
薔	蒷,蕢,蒿,蓸,蔷,蕭
蒾	蓪
䔎	藡,蓪,蒾
耆	蕇,蓄
蓅	
㵁	蓅
蓋	蕫,蘴,薏
葐	蓋
䕄	蓋,蘴,藍
蓘	蓑
蓙	
蓛	蔜
蔜	薂,蓛
䔩	薂,蓛
蕽	蘁,蔖,蓡
蓣	蕷
蕷	蓣,蕦
蓤	蔆
蔆	蓤
蓥	鉴,銮
坖	蓥
銮	蓥,鉴
蓨	
蓪	藡,薖
薘	藩,蓪,薸,蓮
藡	蓪
䕖	蓪,蓮,薖
蒁	蓮,薘,蓫
蓭	
蓆	蓭,藦
蓗	蓰,蓯
蓳	蘴,蕢,蔁,蕫,蕡
蓐	蓴,薄
蕥	蓶
䕌	蓶,蓷
䔱	蓷
㐯	蟗,蕢,蓸
蓺	蓻
蓻	蓺
䉅	蓻
蕠	蔂
䉂	蔂
蔃	
䔆	薶,蔃
蕑	蕳,蔄,蔔,蕎
蔍	
䴡	蔍
蔏	蔐
葮	蔑
蔔	
蔛	
䈸	蔛
蔠	
䈺	蔠
蔥	蕙
蔪	蘄
蘄	蔪
鹵	蔮
薃	蔳
蘘	蔶
䕍	蔷
蔺	藺
藺	蘭,閳,蔺
阄	闽,阑,阐,訚,阇,阅,闸,阆,阖,阀,阒,阃,阊,阋,阉,闯,蔺
阆	阑,閬,闹,阗,阀,闻,阃,阒,阄,阘,訚,阅,阊,阉,阈,阐,阂,阎,闺,闽,阇,闸,阋,閭,蔺
阋	阑,阘,阇,阅,阆,閲,阌,阀,闻,阃,阊,阄,阉,阈,阒,阕,蔺
䕞	蘭,蔺,藺
䔽	蔼
蔾	藥
藥	蔾
䔧	薬,蔾,藥
蔿	
䈧	蔿
豐	蕁,藚,蟇
䕒	藚,豐,蕁,薵,蟇,鵀
蕂	
蕅	蕰
鞌	蕈,輩,鞪
䓵	蕌
蕐	輂
䞄	賷,蕒,贒
蕖	蘃
蕘	薧,蕡
㠋	蕚
蕜	
蕝	
蕞	
䕗	蕞
䔝	蕠
貪	賞,蕡,贅
蕦	蕷
蕪	
䉑	蕪
蕮	
薀	蕰
蕱	
菞	蕱
薭	蘓,蕱
蕴	藴,蘊
藴	蕴,蘊
蘊	蕴,藴
蕵	薞
薞	蕵
蕩	蕽
虉	蕽
薂	
䔻	薂
薇	
䉠	薇
藳	薑,藁
霮	薑,霪,霉,靈,霶
黿	鼊,薑,鼃
䘌	蠺,薑,蠶,蠭
䘍	蠆,靐,薑,躉,轟
䨨	霾,霅,薑,霪,霮,靈,遺
䣽	薔
䕲	薕
薳	薖
䕂	薳,薖
薸	薘
薙	
䉜	薙
䔨	雍,薙
薛	薜
薜	薛
薟	
簽	薟
薠	
蔊	薠
薡	鼏,鼑
鼏	薡,鼐,鼑
鼑	薡,鼏,鼐
薥	蘮,骞
島	薥
蘮	薥
䔺	薦,藺
鯗	薰,薫
䱥	鳖,薫,鰲,鱟,鱉,鳘,鰵,鳌
䱫	薫,鰲,鱟,鱉,鰵,鳌
薬	蘖,藥
蘓	薭
薮	
蔹	薮
䴤	麈,薯,麇
㝯	薵
薶	
薻	薸
虂	薹,露,蠧,蘎
薺	
蘪	薼
薾	
藁	藳
藃	
䕀	藃
藇	
籅	藇
藷	藉
䕜	藋
蠞	藌,螚
萾	藍
藑	賣
藒	蘒,藹
䕣	藒,藹
藓	蘚
蘚	藓
䉳	藓,蘚
䕓	藔
藙	
䉨	藙
藚	豐
鵀	藚,鶯
藟	藠,藞,蠚
䉪	藟
藣	
藅	藣
藰	
䉧	藰
藱	
䕇	藱
藲	
䕐	藲
藵	褒
褒	藵
藹	蘐
闾	阑,阀,闻,阒,阄,阔,訚,闿,阊,阉,阕,闯,阆,阐,阎,阓,藺,阍,闺,阇,闱,闸,阖,阁
䕡	蘭,藺
㿋	藻
藽	
寴	藽
䕪	蘀
薈	謇,蘆
蘈	蘔,蘱
蘔	蘈,蘏
蘱	蘈
蘏	蘔
蘐	
蘒	
蘗	蘖
蒵	蘘
蘟	
麇	蘪,麈,麋
蘡	蘭
蘰	
薆	蘴
虀	蘴
蘷	虁
虁	蘷
蘹	蘾
蘾	蘹
蘺	
䕹	蘺
露	震,虂
虅	
䕨	虅
虋	
虏	虛,虔
䖉	虐
䖏	虡,虐
虓	虠
虠	虓
䖊	虓
虛	虙,虔
虖	虘,虗
虗	虘,虖
虘	麈,虗,虖
虙	虛
䖍	虙
虜	麚,麜,鬳
鬳	麏,虜,麚,麜
麚	麖,麘,麝,麌,麜,麎,麏,虜,麛,麞,麤,麠,麔,鏖
䖗	虞
虡	
虬	
乣	虬
虸	蚟,虹,虶,釨
虷	
蚟	虸,虹,蛀
虾	蚲,虹
蛀	蛷,虹,蚰,蛄,鉒,蚞,跓
虽	蟗
蚲	蜨,虾,蛶,鲆
蚑	蚾,蚁
蚆	蛸,蛽,蛝,蚬
虵	蚆
蛝	蚆,蛽,蜾
蛽	蚆,鋇,蛝,蝜
蚇	蚏,蚚
蚤	蚉,蛩
蚊	
蚋	蛸,蚰,蚺,蛃
蛃	蛸,蛞,蛎,蚋
蚌	蛘
蚎	蚏,蚦,蚫
蚒	蚏
蚸	跅,蚏,蚚
蚼	蚐,鮈,蜔,蚫,蚏
蛕	蛇,蚏,贿
䖲	蚐,蜔,蚼
䡋	蚑,鈘
沗	蚕
釾	蚜
蚞	蚰,蛷,蛀
蛩	蚤
蚫	蚼,蚦,蜋,蛕,龅
蚵	鲄,蚦,蛆,魺,蛨,軻,鴚
蚩	蟗
蚪	
䖞	蚪
蚭	馜
㞾	蚭
蛞	蛨,銛,蚰,蛃,蛅
蛷	銶,蚰
䖢	蚰
蛶	蚲
鲆	蚲,鲧,鮃
魺	鲄,鰊,鮑,軻,鮈,蚵
鲄	鲃,軻,魺,蚵
蜹	蚺
蝊	蜨,蚺
䖮	蜖,蚺,蜔
蚽	蛏
蚾	
蚿	鉉,鮌
鉉	蚿
蛎	蛃
蛈	
帙	蛈
㰩	蛈
䖟	蛋,蛮,音
䖥	蛋
䖽	蛋
蛐	蜖,蛔,蝒,蝤
蛔	蜖,蛐,蝒,鮰,蝤
蜖	蛔,蛐,蝒,蝤
蝒	蜖,蛔,蛐
䤧	鮰,蜖,蛔
贿	蛕
蛖	
㟌	蛖
蟼	螫,螯,鐜,蛗
䖫	蛙
蛥	
㡅	鉹,蛥
蛧	
蝻	蛧,蜅,蝤
䅃	蛩
蛪	
㳟	蛬
㽟	蛶
銶	蛷
